Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock,mid_level_category
house,house,514.0,Noun,5,3,1,house,3.16,1.0,3.16,1.0,3.94,,,,building
get,get,4583.76,Verb,3,3,1,get,3.17,1.0,3.17,1.0,4.8,,3.95,,change
hair,hair,153.55,Noun,4,3,1,hair,3.17,1.0,3.17,1.0,3.83,,3.82,,body_part
soap,soap,15.2,Noun,4,3,1,soap,3.17,1.0,3.17,1.0,,4.62,4.08,,material
crayon,crayon,0.41,Noun,6,5,2,crayon,3.2,1.0,3.2,1.0,,,,,writing_implement
yellow,yellow,33.8,Adjective,6,4,2,yellow,3.2,1.0,3.2,1.0,4.87,,,3.45,quality
pinkie,pinkie,1.67,Noun,6,5,2,pinkie,3.21,1.0,3.21,1.0,,,,,body_part
bathtub,bathtub,6.1,Noun,7,6,2,bathtub,3.22,1.0,3.22,1.0,,,,,container
rock,rock,86.16,Noun,4,3,1,rock,3.22,1.0,3.22,1.0,,4.64,4.23,,material
small,small,124.96,Adjective,5,4,1,small,3.22,1.0,3.22,1.0,4.31,,4.01,,quality
towel,towel,14.16,Noun,5,4,2,towel,3.22,1.0,3.22,1.0,,,,4.75,fabric
nine,nine,67.47,Number,4,3,1,nine,3.23,1.0,3.23,1.0,4.84,4.31,3.63,,Number
one,one,3072.24,Number,3,3,1,one,3.23,1.0,3.23,1.0,3.99,,2.25,,Number
pants,pants,58.75,Noun,5,5,1,pants,3.23,1.0,3.23,1.0,,,3.82,,clothing
bath,bath,31.12,Noun,4,3,1,bath,3.23,1.0,3.23,1.0,3.97,4.2,3.37,,room
sad,sad,63.37,Adjective,3,3,1,sad,3.24,1.0,3.24,1.0,4.9,,3.19,,quality
fire,fire,215.49,Noun,4,3,2,fire,3.25,1.0,3.25,1.0,3.94,,4.79,,event_other
food,food,154.43,Noun,4,3,1,food,3.25,1.0,3.25,1.0,,,3.05,,food_other
arm,arm,65.41,Noun,3,3,1,arm,3.26,1.0,3.26,1.0,,4.05,3.43,,weapon
cake,cake,45.06,Noun,4,3,1,cake,3.26,1.0,3.26,1.0,,4.47,4.21,,artifact_other
chicken,chicken,61.73,Noun,7,5,2,chicken,3.26,1.0,3.26,1.0,,5.15,,4.05,person
drop,drop,130.61,Verb,4,4,1,drop,3.26,1.0,3.26,1.0,4.51,4.67,5.53,,possession
orange,orange,22.31,Adjective,6,5,2,orange,3.26,1.0,3.26,1.0,,4.26,,,quality
puppy,puppy,11.45,Noun,5,4,2,puppy,3.28,1.0,3.28,1.0,,4.26,,3.78,animal_other
bye,bye,180.08,Interjection,3,2,1,bye,3.28,1.0,3.28,1.0,,,2.86,,Interjection
fell,fell,73.0,Verb,4,3,1,fell,3.28,1.0,3.28,1.0,4.51,,4.67,,motion
me,me,9241.94,Pronoun,2,2,1,me,3.28,1.0,3.28,1.0,3.54,,2.6,,Pronoun
out,out,3865.31,Adverb,3,2,1,out,3.28,1.0,3.28,1.0,4.51,,4.08,,Adverb
come,come,3140.98,Verb,4,3,1,come,3.32,1.0,3.32,1.0,4.7,,4.53,,motion
chocolate,chocolate,29.39,Noun,9,6,2,chocolate,3.33,1.0,3.33,1.0,,,,,beverage
hat,hat,64.18,Noun,3,3,1,hat,3.33,1.0,3.33,1.0,,,3.78,,clothing
toothpaste,toothpaste,3.14,Noun,10,7,2,toothpaste,3.33,1.0,3.33,1.0,,,,,material
icecream,ice cream,,,8,6,2,icecream,3.33,1.0,3.33,1.0,,,,,
underpants,underpants,2.94,Noun,10,9,3,underpants,3.35,1.0,3.35,1.0,,,,,clothing
car,car,483.06,Noun,3,3,1,car,3.37,1.0,3.37,1.0,,4.14,3.75,,vehicle
cookie,cookie,16.71,Noun,6,4,2,cookie,3.37,1.0,3.37,1.0,,,,3.82,person
go,go,3793.04,Verb,2,2,1,go,3.37,1.0,3.37,1.0,4.37,,3.05,,change
hot,hot,189.84,Adjective,3,3,1,hot,3.37,1.0,3.37,1.0,3.73,,3.52,,quality
milk,milk,42.53,Noun,4,4,1,milk,3.37,1.0,3.37,1.0,,4.05,3.63,,dairy
sleepy,sleepy,8.57,Adjective,6,5,2,sleepy,3.37,1.0,3.37,1.0,,,,,quality
backyard,backyard,7.24,Noun,8,7,2,backyard,3.38,1.0,3.38,1.0,,,,,location_other
family,family,354.25,Noun,6,6,3,family,3.38,1.0,3.38,1.0,,5.71,,,group
clap,clap,4.73,Verb,4,4,1,clap,3.4,1.0,3.4,1.0,,,4.18,,communication
diaper,diaper,4.27,Noun,6,4,2,diaper,3.4,0.95,3.4,0.95,,,,4.24,fabric
sun,sun,69.67,Noun,3,3,1,sun,3.4,1.0,3.4,1.0,,3.84,3.37,,time_period
bean,bean,6.84,Noun,4,3,1,bean,3.42,1.0,3.42,1.0,,,4.67,,vegetable
head,head,371.51,Noun,4,3,1,head,3.42,1.0,3.42,1.0,8.19,3.84,3.58,,cognition
say,say,1639.78,Verb,3,2,1,say,3.42,1.0,3.42,1.0,4.99,,4.01,,communication
yummy,yummy,4.47,Adjective,5,4,2,yummy,3.42,1.0,3.42,1.0,,,,3.57,quality
him,him,3484.51,Pronoun,3,3,1,him,3.43,1.0,3.43,1.0,4.37,,3.4,,Pronoun
okay,okay,2006.27,Adverb,4,3,2,okay,3.43,0.95,3.43,0.95,6.34,,,3.91,Adverb
chair,chair,49.24,Noun,5,3,1,chair,3.43,1.0,3.43,1.0,,,4.36,,furniture
finger,finger,36.67,Noun,6,5,2,finger,3.43,1.0,3.43,1.0,,3.79,,4.14,artifact_other
spider,spider,10.1,Noun,6,5,2,spider,3.43,1.0,3.43,1.0,4.84,,,4.38,arachnid
foot,foot,64.92,Noun,4,3,1,foot,3.44,1.0,3.44,1.0,3.62,,3.11,,body_part
noodle,noodle,2.9,Noun,6,5,2,noodle,3.44,1.0,3.44,1.0,,,,4.91,body_part
oink,oink,1.08,Verb,4,3,1,oink,3.44,0.95,3.44,0.95,,,,,communication
sorry,sorry,1167.96,Adjective,5,4,2,sorry,3.44,1.0,3.44,1.0,4.5,,,4.14,quality
try,try,476.75,Verb,3,3,1,try,3.44,1.0,3.44,1.0,5.07,4.75,4.14,,social
eyes,eyes,221.55,Noun,4,2,1,eyes,3.44,1.0,3.44,1.0,,,,,body_part
walk,walk,215.86,Verb,4,3,1,walk,3.45,1.0,3.45,1.0,4.5,4.31,4.21,,motion
breakfast,breakfast,66.29,Noun,9,8,2,breakfast,3.47,1.0,3.47,1.0,3.67,4.82,,3.87,food_other
drink,drink,247.39,Noun,5,5,1,drink,3.47,1.0,3.47,1.0,3.65,4.41,3.75,,beverage
hill,hill,37.55,Noun,4,3,1,hill,3.47,1.0,3.47,1.0,,5.26,4.86,,natural_elevation
pillow,pillow,11.39,Noun,6,4,2,pillow,3.47,1.0,3.47,1.0,,4.52,,4.48,artifact_other
sing,sing,97.59,Verb,4,3,1,sing,3.47,1.0,3.47,1.0,4.37,4.54,4.67,,creation
sit,sit,311.35,Verb,3,3,1,sit,3.47,1.0,3.47,1.0,,,3.56,,contact
snowman,snowman,1.9,Noun,7,6,2,snowman,3.47,1.0,3.47,1.0,,,,,artifact_other
goodbye,goodbye,116.51,Interjection,7,5,2,goodbye,3.47,1.0,3.47,1.0,,3.65,,,Interjection
tv,tv,101.94,101.94,2,4,2,tv,3.47,1.0,3.47,1.0,9.5,,,,101.94
pajamas,pyjamas,5.82,Noun,7,7,3,pajamas,3.48,1.0,3.48,1.0,,,,,clothing
please,please,1100.96,Adverb,6,4,1,please,3.48,1.0,3.48,1.0,,,3.72,,Adverb
coloring,colouring,1.8,Noun,8,6,3,coloring,3.5,1.0,3.5,1.0,,,,,food_other
day,day,801.82,Noun,3,2,1,day,3.5,1.0,3.5,1.0,4.14,,3.85,,time_unit
duck,duck,24.76,Noun,4,3,1,duck,3.5,1.0,3.5,1.0,,3.52,3.78,,meat
smile,smile,58.0,Noun,5,4,1,smile,3.51,1.0,3.51,1.0,4.29,4.54,3.56,,communication_other
bird,bird,45.45,Noun,4,3,1,bird,3.52,1.0,3.52,1.0,,4.31,3.58,,bird
people,people,1102.98,Noun,6,5,2,people,3.52,1.0,3.52,1.0,5.4,5.73,,4.8,group
blue,blue,102.39,Adjective,4,3,1,blue,3.53,1.0,3.53,1.0,4.17,,3.19,,quality
moo,moo,2.08,Noun,3,2,1,moo,3.53,1.0,3.53,1.0,,,,,event_other
shirt,shirt,46.37,Noun,5,3,1,shirt,3.53,1.0,3.53,1.0,,5.5,3.74,,clothing
thanks,thanks,623.31,Noun,6,5,1,thanks,3.53,1.0,3.53,1.0,,,,,communication_other
woof,woof,2.76,Verb,4,3,1,woof,3.53,1.0,3.53,1.0,,,,,verb_other
kitty,kitty,26.71,Name,5,4,2,kitty,3.54,1.0,3.54,1.0,,,,3.57,Name
toilet,toilet,28.9,Noun,6,5,2,toilet,3.54,1.0,3.54,1.0,,3.52,,3.78,room
good,good,2610.14,Adjective,4,3,1,good,3.55,1.0,3.55,1.0,3.89,,3.25,,quality
mad,mad,113.41,Adjective,3,3,1,mad,3.55,1.0,3.55,1.0,,,3.54,,quality
black,black,167.94,Adjective,5,4,1,black,3.56,1.0,3.56,1.0,4.19,,4.12,,quality
bottle,bottle,50.75,Noun,6,5,2,bottle,3.56,1.0,3.56,1.0,,,,4.33,container
movie,movie,122.96,Noun,5,4,2,movie,3.56,1.0,3.56,1.0,,7.71,,4.91,social_event
need,need,1294.9,Verb,4,3,1,need,3.56,1.0,3.56,1.0,6.04,,4.38,,stative
speak,speak,187.18,Verb,5,4,1,speak,3.56,1.0,3.56,1.0,4.93,,5.33,,communication
she,she,3732.88,Pronoun,3,2,1,she,3.57,1.0,3.57,1.0,4.02,,3.24,,Pronoun
cup,cup,51.65,Noun,3,3,1,cup,3.57,1.0,3.57,1.0,,,3.45,,container
friend,friend,419.29,Noun,6,5,1,friend,3.57,1.0,3.57,1.0,4.58,,3.85,,person
tree,tree,65.0,Noun,4,3,1,tree,3.57,1.0,3.57,1.0,4.26,3.65,3.95,,tree
outside,outside,170.02,Adverb,7,5,2,outside,3.58,1.0,3.58,1.0,4.83,,,,Adverb
ten,ten,145.0,Number,3,3,1,ten,3.58,1.0,3.58,1.0,4.83,,3.65,,Number
bear,bear,57.41,Noun,4,3,1,bear,3.58,1.0,3.58,1.0,4.36,,4.4,,mammal
bite,bite,40.78,Verb,4,3,1,bite,3.58,1.0,3.58,1.0,,4.47,4.47,,contact
bread,bread,28.33,Noun,5,4,1,bread,3.58,1.0,3.58,1.0,,3.88,3.98,,food_other
coat,coat,42.08,Noun,4,3,1,coat,3.58,1.0,3.58,1.0,,4.14,4.43,,artifact_other
granddad,granddad,2.24,Noun,8,7,2,granddad,3.58,1.0,3.58,1.0,,,,,person
key,key,86.86,Noun,3,2,1,key,3.58,1.0,3.58,1.0,,,5.06,,device
mouth,mouth,104.41,Noun,5,3,1,mouth,3.58,1.0,3.58,1.0,,,,,location_other
reindeer,reindeer,3.37,Noun,8,6,2,reindeer,3.58,1.0,3.58,1.0,,,,4.69,mammal
suppertime,suppertime,0.61,Noun,10,7,3,suppertime,3.58,1.0,3.58,1.0,,,,,cognition
do,do,6135.59,Verb,2,2,1,do,3.6,1.0,3.6,1.0,8.11,,3.43,,social
purple,purple,12.33,Adjective,6,5,2,purple,3.6,1.0,3.6,1.0,6.2,,,4.14,quality
rain,rain,48.9,Noun,4,3,1,rain,3.6,1.0,3.6,1.0,,4.41,4.09,,attribute
blanket,blanket,12.98,Noun,7,7,2,blanket,3.61,1.0,3.61,1.0,,4.41,,4.38,artifact_other
kiss,kiss,121.16,Verb,4,3,1,kiss,3.61,1.0,3.61,1.0,,3.79,3.91,,contact
lunch,lunch,104.12,Noun,5,4,1,lunch,3.61,1.0,3.61,1.0,,5.62,4.32,,food_other
night,night,866.04,Noun,5,3,1,night,3.61,1.0,3.61,1.0,,4.62,3.52,,time_period
tooth,tooth,13.57,Noun,5,3,1,tooth,3.61,1.0,3.61,1.0,,4.31,3.5,,structure
brother,brother,283.94,Noun,7,5,2,brother,3.63,1.0,3.63,1.0,,4.56,,3.91,person
cloud,cloud,11.75,Noun,5,4,1,cloud,3.63,1.0,3.63,1.0,,4.64,4.64,,attribute
ear,ear,32.0,Noun,3,2,1,ear,3.63,1.0,3.63,1.0,,,3.47,,body_part
fork,fork,8.82,Noun,4,4,1,fork,3.63,1.0,3.63,1.0,,4.67,4.01,,artifact_other
fruit,fruit,21.73,Noun,5,4,1,fruit,3.63,1.0,3.63,1.0,,4.56,4.36,,fruit
hungry,hungry,77.08,Adjective,6,6,2,hungry,3.63,1.0,3.63,1.0,,4.03,,3.74,quality
kitten,kitten,4.73,Noun,6,5,2,kitten,3.64,1.0,3.64,1.0,4.26,4.56,,3.57,animal_other
help,help,921.12,Verb,4,4,1,help,3.65,1.0,3.65,1.0,5.07,4.62,4.8,,social
peekaboo,peekaboo,1.12,Noun,8,6,3,peekaboo,3.65,1.0,3.65,1.0,,,,,game
boy,boy,529.82,Noun,3,2,1,boy,3.67,1.0,3.67,1.0,3.46,,3.05,,person
butterfly,butterfly,5.51,Noun,9,7,3,butterfly,3.67,1.0,3.67,1.0,,,,,insect
circle,circle,21.51,Noun,6,5,2,circle,3.67,1.0,3.67,1.0,6.23,4.47,,4.97,attribute
fun,fun,235.49,Noun,3,3,1,fun,3.67,1.0,3.67,1.0,,,3.75,,communication_other
grandmother,grandmother,27.78,Noun,11,9,3,grandmother,3.67,1.0,3.67,1.0,,4.35,,,person
pie,pie,28.75,Noun,3,2,1,pie,3.67,1.0,3.67,1.0,,,4.65,,communication_other
splash,splash,4.22,Noun,6,5,1,splash,3.67,1.0,3.67,1.0,4.62,,5.06,,event_other
steps,steps,24.69,Noun,5,5,1,steps,3.67,1.0,3.67,1.0,,,,,quantity
book,book,176.98,Noun,4,3,1,book,3.68,1.0,3.68,1.0,3.75,4.47,4.53,,communication_written
cat,cat,66.33,Noun,3,3,1,cat,3.68,1.0,3.68,1.0,,,2.78,,person
doggy,doggy,4.41,Noun,5,4,2,doggy,3.68,1.0,3.68,1.0,,,,,animal_other
doll,doll,24.76,Noun,4,3,1,doll,3.68,1.0,3.68,1.0,,3.46,3.82,,toy
kitchen,kitchen,58.31,Noun,7,5,2,kitchen,3.68,1.0,3.68,1.0,4.55,,,4.38,room
lady,lady,217.08,Noun,4,4,2,lady,3.68,1.0,3.68,1.0,,4.79,,4.91,person
name,name,641.86,Noun,4,3,1,name,3.68,1.0,3.68,1.0,4.71,,3.43,,relation
red,red,148.06,Adjective,3,3,1,red,3.68,1.0,3.68,1.0,4.26,,2.86,,quality
sister,sister,180.53,Noun,6,5,2,sister,3.68,1.0,3.68,1.0,4.19,,,3.65,person
talk,talk,855.0,Verb,4,3,1,talk,3.68,1.0,3.68,1.0,4.3,,4.14,,communication
firetruck,fire truck,0.06,0.06,9,7,3,firetruck,3.69,1.0,3.69,1.0,,,,,0.06
his,his,2124.78,Pronoun,3,3,1,his,3.69,1.0,3.69,1.0,4.17,,4.12,,Pronoun
in,in,9773.41,Preposition,2,2,1,in,3.69,1.0,3.69,1.0,4.15,,3.43,,Preposition
like,like,3998.96,Preposition,4,3,1,like,3.69,1.0,3.69,1.0,4.77,,4.12,,Preposition
three,three,542.24,Number,5,3,1,three,3.69,0.95,3.69,0.95,3.8,,3.05,,Number
tail,tail,23.9,Noun,4,3,1,tail,3.7,1.0,3.7,1.0,,4.39,4.93,,body_part
clown,clown,15.82,Noun,5,4,1,clown,3.72,1.0,3.72,1.0,,,3.91,,person
have,have,6161.41,Verb,4,3,1,have,3.72,1.0,3.72,1.0,4.83,,4.29,,possession
nighttime,night-time,2.06,Noun,9,6,2,nighttime,3.72,1.0,3.72,1.0,,,,,time_period
old,old,608.94,Adjective,3,3,1,old,3.72,1.0,3.72,1.0,4.93,,4.18,,quality
put,put,828.45,Verb,3,3,1,put,3.72,1.0,3.72,1.0,4.87,,4.8,,contact
rice,rice,15.08,Noun,4,3,1,rice,3.72,1.0,3.72,1.0,,5.48,4.99,,grain
sound,sound,143.39,Verb,5,4,1,sound,3.72,1.0,3.72,1.0,4.87,6.09,5.33,,perception
tummy,tummy,3.47,Noun,5,4,2,tummy,3.72,1.0,3.72,1.0,,,,4.05,body_part
twirl,twirl,1.31,Verb,5,4,1,twirl,3.72,1.0,3.72,1.0,,,6.06,,motion
yogurt,yoghurt,2.27,Noun,6,5,2,yogurt,3.72,1.0,3.72,1.0,,,,5.81,dairy
butt,butt,38.57,Noun,4,3,1,butt,3.73,1.0,3.73,1.0,,9.22,4.73,,body_part
arms,arms,59.8,Noun,4,4,1,arms,3.74,1.0,3.74,1.0,,,,,weapon
fast,fast,137.45,Adverb,4,4,1,fast,3.74,0.95,3.74,0.95,4.9,,4.57,,Adverb
here,here,4525.25,Adverb,4,3,1,here,3.74,1.0,3.74,1.0,4.27,,4.05,,Adverb
couch,couch,23.47,Noun,5,3,1,couch,3.74,1.0,3.74,1.0,,6.28,4.92,,furniture
dark,dark,88.61,Adjective,4,4,1,dark,3.74,1.0,3.74,1.0,,,3.95,,quality
eye,eye,111.78,Noun,3,1,1,eye,3.75,1.0,3.75,1.0,4.14,3.58,3.33,,body_part
face,face,289.16,Noun,4,3,1,face,3.75,1.0,3.75,1.0,3.8,3.56,3.91,,body_part
lie,lie,120.25,Verb,3,2,1,lie,3.75,1.0,3.75,1.0,5.33,5.15,4.73,,stative
zoo,zoo,13.65,Noun,3,2,1,zoo,3.75,1.0,3.75,1.0,,,3.56,,artifact_other
hello,hello,585.43,Interjection,5,4,2,hello,3.76,1.0,3.76,1.0,,,,3.41,Interjection
banana,banana,10.73,Noun,6,6,3,banana,3.78,1.0,3.78,1.0,3.99,,,,fruit
bellybutton,bellybutton,0.65,Noun,11,9,4,bellybutton,3.78,1.0,3.78,1.0,,,,,location_other
brush,brush,14.16,Verb,5,4,1,brush,3.78,1.0,3.78,1.0,4.06,4.47,4.86,,motion
popsicle,popsicle,1.61,Noun,8,8,3,popsicle,3.78,1.0,3.78,1.0,,,,,dessert
son,son,410.76,Noun,3,3,1,son,3.78,1.0,3.78,1.0,4.77,,4.4,,person
boo,boo,11.69,Interjection,3,2,1,boo,3.78,1.0,3.78,1.0,6.01,,,,Interjection
more,more,1298.59,Determiner,4,3,1,more,3.78,0.95,3.78,0.95,4.47,,,,Determiner
bubble,bubble,8.0,Noun,6,5,2,bubble,3.79,1.0,3.79,1.0,,5.56,,4.64,cognition
bug,bug,20.94,Noun,3,3,1,bug,3.79,1.0,3.79,1.0,7.01,,3.69,,insect
green,green,72.47,Adjective,5,4,1,green,3.79,1.0,3.79,1.0,,4.67,3.31,,quality
highchair,highchair,0.16,Noun,9,5,3,highchair,3.79,1.0,3.79,1.0,,,,,furniture
laugh,laugh,62.86,Verb,5,3,1,laugh,3.79,1.0,3.79,1.0,4.5,,4.01,,body_action
lip,lip,10.75,Noun,3,3,1,lip,3.79,1.0,3.79,1.0,,,4.02,,body_part
scared,scared,133.39,Adjective,6,5,1,scared,3.79,1.0,3.79,1.0,,,,,quality
thank,thank,1115.24,Verb,5,4,1,thank,3.79,1.0,3.79,1.0,5.41,,4.45,,communication
truck,truck,72.86,Noun,5,4,1,truck,3.79,1.0,3.79,1.0,,5.35,4.21,,vehicle
wall,wall,70.69,Noun,4,3,1,wall,3.79,1.0,3.79,1.0,,,4.93,,structure
wish,wish,235.12,Verb,4,3,1,wish,3.79,1.0,3.79,1.0,4.93,,5.06,,verb_other
aunt,aunt,55.2,Noun,4,3,1,aunt,3.8,1.0,3.8,1.0,,4.82,3.78,,person
hear,hear,555.35,Verb,4,3,1,hear,3.8,1.0,3.8,1.0,4.83,,4.52,,perception
marshmallow,marshmallow,1.51,Noun,11,8,3,marshmallow,3.8,1.0,3.8,1.0,,,,,food_other
pink,pink,28.47,Adjective,4,4,1,pink,3.8,1.0,3.8,1.0,5.19,,3.75,,quality
music,music,151.65,Noun,5,6,2,music,3.81,1.0,3.81,1.0,,5.56,,4.14,communication_other
he,he,7637.2,Pronoun,2,2,1,he,3.81,1.0,3.81,1.0,3.94,,3.12,,Pronoun
myself,myself,342.55,Pronoun,6,6,2,myself,3.81,1.0,3.81,1.0,4.71,,,4.86,Pronoun
who,who,2222.94,Pronoun,3,2,1,who,3.81,1.0,3.81,1.0,4.77,,4.34,,Pronoun
dirt,dirt,25.69,Noun,4,3,1,dirt,3.83,1.0,3.83,1.0,,4.58,3.91,,material
eyeball,eyeball,1.84,Noun,7,4,2,eyeball,3.83,1.0,3.83,1.0,,5.35,,,body_part
yell,yell,18.41,Verb,4,3,1,yell,3.83,1.0,3.83,1.0,,,4.34,,communication
off,off,1179.51,Adverb,3,2,1,off,3.83,1.0,3.83,1.0,4.34,,3.88,,Adverb
baby,baby,509.37,Noun,4,4,2,baby,3.84,1.0,3.84,1.0,3.54,,,3.87,person
bathing,bathing,7.43,Adjective,7,5,2,bathing,3.84,1.0,3.84,1.0,,,,,adj_other
boat,boat,95.78,Noun,4,3,1,boat,3.84,1.0,3.84,1.0,8.17,,3.98,,container
pig,pig,39.14,Noun,3,3,1,pig,3.84,1.0,3.84,1.0,,4.82,3.82,,person
plate,plate,25.65,Noun,5,4,1,plate,3.84,1.0,3.84,1.0,,4.71,4.53,,artifact_other
spill,spill,8.47,Verb,5,4,1,spill,3.84,1.0,3.84,1.0,4.77,,4.45,,contact
stair,stair,1.35,Noun,5,4,1,stair,3.84,1.0,3.84,1.0,4.71,,5.33,,device
bus,bus,74.18,Noun,3,3,1,bus,3.85,1.0,3.85,1.0,,,4.38,,device
farm,farm,30.04,Noun,4,4,1,farm,3.85,1.0,3.85,1.0,4.87,,5.13,,location_other
what,what,9842.45,Determiner,4,3,1,what,3.86,1.0,3.86,1.0,4.87,,3.43,,Determiner
ice,ice,79.55,Noun,3,2,1,ice,3.86,1.0,3.86,1.0,4.83,5.35,3.85,,artifact_other
spanking,spanking,1.82,Noun,8,7,2,spanking,3.86,1.0,3.86,1.0,,,,,event_other
kids,kids,301.1,Noun,4,4,1,kids,3.86,1.0,3.86,1.0,,,,,person
upstairs,upstairs,70.73,Adverb,8,7,2,upstairs,3.86,1.0,3.86,1.0,,,,,Adverb
home,home,774.33,Adverb,4,3,1,home,3.87,1.0,3.87,1.0,4.31,4.82,3.63,,Adverb
not,not,5424.96,Not,3,3,1,not,3.89,1.0,3.89,1.0,4.51,,4.12,,Not
bell,bell,39.33,Noun,4,3,1,bell,3.89,1.0,3.89,1.0,,4.98,4.6,,device
boot,boot,11.14,Noun,4,3,1,boot,3.89,1.0,3.89,1.0,,5.16,4.43,,footwear
clean,clean,121.24,Adjective,5,4,1,clean,3.89,1.0,3.89,1.0,4.26,,5.06,,quality
crawl,crawl,12.04,Verb,5,4,1,crawl,3.89,1.0,3.89,1.0,,4.84,4.65,,motion
egg,egg,26.04,Noun,3,2,1,egg,3.89,1.0,3.89,1.0,,3.94,,,food_other
lollipop,lollipop,1.78,Noun,8,7,3,lollipop,3.89,1.0,3.89,1.0,,,,,dessert
pee,pee,18.14,Verb,3,2,1,pee,3.89,1.0,3.89,1.0,,,,,body_action
school,school,333.12,Noun,6,4,1,school,3.89,1.0,3.89,1.0,,4.73,4.27,,building
star,star,81.35,Noun,4,4,1,star,3.89,1.0,3.89,1.0,,4.14,4.57,,person
stick,stick,97.12,Verb,5,4,1,stick,3.89,1.0,3.89,1.0,,5.24,5.54,,motion
story,storey,220.78,Noun,5,5,2,story,3.89,1.0,3.89,1.0,3.99,,,4.14,structure
thirsty,thirsty,12.29,Adjective,7,5,2,thirsty,3.89,1.0,3.89,1.0,,4.18,,,quality
top,top,133.43,Noun,3,3,1,top,3.89,1.0,3.89,1.0,4.47,,3.82,,location_other
wind,wind,59.37,Noun,4,4,1,wind,3.89,1.0,3.89,1.0,4.62,,4.86,,communication_other
worm,worm,10.12,Noun,4,3,1,worm,3.89,1.0,3.89,1.0,4.77,5.2,4.38,,animal_other
bedroom,bedroom,36.71,Noun,7,6,2,bedroom,3.9,1.0,3.9,1.0,,4.31,,3.78,room
downstairs,downstairs,38.92,Adverb,10,8,2,downstairs,3.91,1.0,3.91,1.0,,,,,Adverb
air,air,139.02,Noun,3,2,1,air,3.94,1.0,3.94,1.0,4.54,,4.53,,gas
airplane,aeroplane,10.92,Noun,8,6,2,airplane,3.94,1.0,3.94,1.0,,,,,vehicle
cow,cow,25.51,Noun,3,2,1,cow,3.94,1.0,3.94,1.0,3.75,,3.78,,mammal
grape,grape,4.0,Noun,5,4,1,grape,3.94,1.0,3.94,1.0,,6.03,4.27,,fruit
grass,grass,16.78,Noun,5,4,1,grass,3.94,1.0,3.94,1.0,,4.01,4.18,,food_other
number,number,240.94,Noun,6,5,2,number,3.94,1.0,3.94,1.0,,4.94,,4.24,quantity
rabbit,rabbit,20.94,Noun,6,5,2,rabbit,3.94,1.0,3.94,1.0,,4.31,,4.33,meat
underwear,underwear,21.67,Noun,9,7,3,underwear,3.94,1.0,3.94,1.0,,,,,clothing
yard,yard,25.06,Noun,4,4,1,yard,3.94,1.0,3.94,1.0,,6.24,5.2,,quantity
bedtime,bedtime,6.2,Noun,7,6,2,bedtime,3.95,1.0,3.95,1.0,,,,,cognition
cold,cold,130.16,Adjective,4,4,1,cold,3.95,1.0,3.95,1.0,3.83,3.88,3.95,,quality
jacket,jacket,33.41,Noun,6,5,2,jacket,3.95,1.0,3.95,1.0,,5.07,,5.02,device
little,little,1446.39,Adjective,6,5,2,little,3.95,1.0,3.95,1.0,4.36,,,4.54,quality
nice,nice,649.51,Adjective,4,3,1,nice,3.95,1.0,3.95,1.0,4.52,,4.02,,quality
pea,pea,3.9,Noun,3,2,1,pea,3.95,1.0,3.95,1.0,,,4.34,,vegetable
plant,plant,27.61,Noun,5,5,1,plant,3.95,1.0,3.95,1.0,5.45,4.31,5.53,,plant_other
princess,princess,39.59,Noun,8,7,2,princess,3.95,1.0,3.95,1.0,5.48,,,4.0,person
shorts,shorts,9.41,Noun,6,5,1,shorts,3.95,1.0,3.95,1.0,,,,,clothing
soft,soft,32.02,Adjective,4,4,1,soft,3.95,1.0,3.95,1.0,4.62,,4.25,,quality
sugar,sugar,37.76,Noun,5,4,2,sugar,3.95,1.0,3.95,1.0,,4.45,,4.8,food_other
tub,tub,12.69,Noun,3,3,1,tub,3.95,1.0,3.95,1.0,,,3.69,,container
turkey,turkey,22.61,Noun,6,4,2,turkey,3.95,1.0,3.95,1.0,10.32,,,4.0,country
undressed,undressed,2.41,Adjective,9,7,2,undressed,3.95,1.0,3.95,1.0,,,,,quality
wiggle,wiggle,2.98,Verb,6,5,2,wiggle,3.95,1.0,3.95,1.0,,7.03,,4.97,motion
to,to,22677.84,To,2,2,1,to,3.95,1.0,3.95,1.0,4.14,,3.32,,To
why,why,2248.76,Adverb,3,2,1,why,3.97,1.0,3.97,1.0,4.55,,3.95,,Adverb
the,the,29449.18,Article,3,2,1,the,3.98,1.0,3.98,1.0,4.13,,3.05,,Article
dinner,dinner,202.67,Noun,6,4,2,dinner,3.99,1.0,3.99,1.0,,3.84,,4.54,food_other
angel,angel,78.27,Noun,5,5,2,angel,4.0,1.0,4.0,1.0,,4.99,,4.8,person
blow,blow,97.57,Verb,4,3,1,blow,4.0,1.0,4.0,1.0,,5.31,5.13,,motion
candy,candy,35.78,Noun,5,5,2,candy,4.0,1.0,4.0,1.0,,4.88,,3.87,food_other
color,colour,39.43,Noun,5,4,2,color,4.0,1.0,4.0,1.0,,,,3.91,attribute
