Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock
upstairs,upstairs,70.73,Adverb,8,7,2,upstairs,3.86,1.00,3.86,1.00,,,,
home,home,774.33,Adverb,4,3,1,home,3.87,1.00,3.87,1.00,4.31,4.82,3.63,
not,not,5424.96,Not,3,3,1,not,3.89,1.00,3.89,1.00,4.51,,4.12,
bell,bell,39.33,Noun,4,3,1,bell,3.89,1.00,3.89,1.00,,4.98,4.60,
boot,boot,11.14,Noun,4,3,1,boot,3.89,1.00,3.89,1.00,,5.16,4.43,
clean,clean,121.24,Adjective,5,4,1,clean,3.89,1.00,3.89,1.00,4.26,,5.06,
crawl,crawl,12.04,Verb,5,4,1,crawl,3.89,1.00,3.89,1.00,,4.84,4.65,
egg,egg,26.04,Noun,3,2,1,egg,3.89,1.00,3.89,1.00,,3.94,,
lollipop,lollipop,1.78,Noun,8,7,3,lollipop,3.89,1.00,3.89,1.00,,,,
pee,pee,18.14,Verb,3,2,1,pee,3.89,1.00,3.89,1.00,,,,
school,school,333.12,Noun,6,4,1,school,3.89,1.00,3.89,1.00,,4.73,4.27,
star,star,81.35,Noun,4,4,1,star,3.89,1.00,3.89,1.00,,4.14,4.57,
stick,stick,97.12,Verb,5,4,1,stick,3.89,1.00,3.89,1.00,,5.24,5.54,
story,storey,220.78,Noun,5,5,2,story,3.89,1.00,3.89,1.00,3.99,,,4.14
thirsty,thirsty,12.29,Adjective,7,5,2,thirsty,3.89,1.00,3.89,1.00,,4.18,,
top,top,133.43,Noun,3,3,1,top,3.89,1.00,3.89,1.00,4.47,,3.82,
wind,wind,59.37,Noun,4,4,1,wind,3.89,1.00,3.89,1.00,4.62,,4.86,
worm,worm,10.12,Noun,4,3,1,worm,3.89,1.00,3.89,1.00,4.77,5.20,4.38,
bedroom,bedroom,36.71,Noun,7,6,2,bedroom,3.90,1.00,3.90,1.00,,4.31,,3.78
downstairs,downstairs,38.92,Adverb,10,8,2,downstairs,3.91,1.00,3.91,1.00,,,,
air,air,139.02,Noun,3,2,1,air,3.94,1.00,3.94,1.00,4.54,,4.53,
airplane,aeroplane,10.92,Noun,8,6,2,airplane,3.94,1.00,3.94,1.00,,,,
cow,cow,25.51,Noun,3,2,1,cow,3.94,1.00,3.94,1.00,3.75,,3.78,
grape,grape,4.00,Noun,5,4,1,grape,3.94,1.00,3.94,1.00,,6.03,4.27,
grass,grass,16.78,Noun,5,4,1,grass,3.94,1.00,3.94,1.00,,4.01,4.18,
number,number,240.94,Noun,6,5,2,number,3.94,1.00,3.94,1.00,,4.94,,4.24
rabbit,rabbit,20.94,Noun,6,5,2,rabbit,3.94,1.00,3.94,1.00,,4.31,,4.33
underwear,underwear,21.67,Noun,9,7,3,underwear,3.94,1.00,3.94,1.00,,,,
yard,yard,25.06,Noun,4,4,1,yard,3.94,1.00,3.94,1.00,,6.24,5.20,
bedtime,bedtime,6.20,Noun,7,6,2,bedtime,3.95,1.00,3.95,1.00,,,,
cold,cold,130.16,Adjective,4,4,1,cold,3.95,1.00,3.95,1.00,3.83,3.88,3.95,
jacket,jacket,33.41,Noun,6,5,2,jacket,3.95,1.00,3.95,1.00,,5.07,,5.02
little,little,1446.39,Adjective,6,5,2,little,3.95,1.00,3.95,1.00,4.36,,,4.54
nice,nice,649.51,Adjective,4,3,1,nice,3.95,1.00,3.95,1.00,4.52,,4.02,
pea,pea,3.90,Noun,3,2,1,pea,3.95,1.00,3.95,1.00,,,4.34,
plant,plant,27.61,Noun,5,5,1,plant,3.95,1.00,3.95,1.00,5.45,4.31,5.53,
princess,princess,39.59,Noun,8,7,2,princess,3.95,1.00,3.95,1.00,5.48,,,4.00
shorts,shorts,9.41,Noun,6,5,1,shorts,3.95,1.00,3.95,1.00,,,,
soft,soft,32.02,Adjective,4,4,1,soft,3.95,1.00,3.95,1.00,4.62,,4.25,
sugar,sugar,37.76,Noun,5,4,2,sugar,3.95,1.00,3.95,1.00,,4.45,,4.80
tub,tub,12.69,Noun,3,3,1,tub,3.95,1.00,3.95,1.00,,,3.69,
turkey,turkey,22.61,Noun,6,4,2,turkey,3.95,1.00,3.95,1.00,10.32,,,4.00
undressed,undressed,2.41,Adjective,9,7,2,undressed,3.95,1.00,3.95,1.00,,,,
wiggle,wiggle,2.98,Verb,6,5,2,wiggle,3.95,1.00,3.95,1.00,,7.03,,4.97
to,to,22677.84,To,2,2,1,to,3.95,1.00,3.95,1.00,4.14,,3.32,
why,why,2248.76,Adverb,3,2,1,why,3.97,1.00,3.97,1.00,4.55,,3.95,
the,the,29449.18,Article,3,2,1,the,3.98,1.00,3.98,1.00,4.13,,3.05,
dinner,dinner,202.67,Noun,6,4,2,dinner,3.99,1.00,3.99,1.00,,3.84,,4.54
angel,angel,78.27,Noun,5,5,2,angel,4.00,1.00,4.00,1.00,,4.99,,4.80
blow,blow,97.57,Verb,4,3,1,blow,4.00,1.00,4.00,1.00,,5.31,5.13,
candy,candy,35.78,Noun,5,5,2,candy,4.00,1.00,4.00,1.00,,4.88,,3.87
color,colour,39.43,Noun,5,4,2,color,4.00,1.00,4.00,1.00,,,,3.91
fingernail,fingernail,1.33,Noun,10,8,3,fingernail,4.00,1.00,4.00,1.00,,,,
girl,girl,557.12,Noun,4,3,1,girl,4.00,1.00,4.00,1.00,,3.88,3.25,
hurt,hurt,246.35,Verb,4,3,1,hurt,4.00,1.00,4.00,1.00,4.80,4.60,4.52,
lamp,lamp,12.88,Noun,4,4,1,lamp,4.00,1.00,4.00,1.00,,5.77,5.26,
mean,mean,1243.98,Verb,4,3,1,mean,4.00,1.00,4.00,1.00,6.30,,5.39,
meow,miaow,2.94,Verb,4,3,2,meow,4.00,1.00,4.00,1.00,,,,3.53
morning,morning,439.00,Noun,7,6,2,morning,4.00,1.00,4.00,1.00,4.26,,,4.24
paper,paper,103.35,Noun,5,4,2,paper,4.00,1.00,4.00,1.00,4.43,4.75,,4.38
pear,pear,1.33,Noun,4,3,1,pear,4.00,1.00,4.00,1.00,,,5.19,
poop,poop,5.59,Noun,4,3,1,poop,4.00,1.00,4.00,1.00,,,3.63,
rainy,rainy,3.80,Adjective,5,4,2,rainy,4.00,1.00,4.00,1.00,,,,
smoke,smoke,65.43,Verb,5,4,1,smoke,4.00,1.00,4.00,1.00,6.37,4.73,6.74,
tiger,tiger,18.53,Noun,5,4,2,tiger,4.00,1.00,4.00,1.00,6.08,,,4.00
train,train,95.06,Noun,5,4,1,train,4.00,1.00,4.00,1.00,8.19,,4.38,
wash,wash,40.73,Verb,4,3,1,wash,4.00,1.00,4.00,1.00,4.02,3.94,4.12,
on,on,6955.73,Preposition,2,2,1,on,4.01,1.00,4.01,1.00,3.99,,3.50,
at,at,3217.10,Preposition,2,2,1,at,4.04,0.95,4.04,0.95,3.89,,3.88,
belly,belly,15.57,Noun,5,4,2,belly,4.05,1.00,4.05,1.00,,5.24,,4.09
chew,chew,9.06,Verb,4,2,1,chew,4.05,1.00,4.05,1.00,4.40,4.77,4.27,
dinnertime,dinnertime,1.78,Noun,10,7,3,dinnertime,4.05,1.00,4.05,1.00,,,,
dress,dress,87.20,Noun,5,4,1,dress,4.05,1.00,4.05,1.00,4.51,4.71,4.20,
fish,fish,83.49,Noun,4,3,1,fish,4.05,1.00,4.05,1.00,5.16,,3.98,
haircut,haircut,8.41,Noun,7,6,2,haircut,4.05,1.00,4.05,1.00,,,,
heavy,heavy,47.29,Adjective,5,4,2,heavy,4.05,1.00,4.05,1.00,,,,6.20
light,light,165.20,Noun,5,3,1,light,4.05,1.00,4.05,1.00,5.48,,4.67,
look,look,1947.27,Verb,4,3,1,look,4.05,1.00,4.05,1.00,4.61,4.67,4.01,
mud,mud,14.82,Noun,3,3,1,mud,4.05,1.00,4.05,1.00,,4.94,4.47,
pet,pet,20.18,Noun,3,3,1,pet,4.05,1.00,4.05,1.00,,4.56,4.06,
picture,picture,138.45,Noun,7,5,2,picture,4.05,1.00,4.05,1.00,4.52,4.56,,4.75
preschool,preschool,1.20,Adjective,9,7,2,preschool,4.05,1.00,4.05,1.00,,,,
sick,sick,165.43,Adjective,4,3,1,sick,4.05,1.00,4.05,1.00,,4.14,4.21,
stripe,stripe,1.45,Noun,6,5,1,stripe,4.05,1.00,4.05,1.00,,6.24,6.13,
tricycle,tricycle,0.53,Noun,8,8,3,tricycle,4.05,1.00,4.05,1.00,,,,
kick,kick,73.41,Verb,4,3,1,kick,4.06,1.00,4.06,1.00,4.68,4.73,4.93,
pencil,pencil,9.86,Noun,6,6,2,pencil,4.06,1.00,4.06,1.00,,4.67,,4.43
schoolteacher,schoolteacher,3.45,Noun,13,8,3,schoolteacher,4.06,1.00,4.06,1.00,,,,
sticky,sticky,5.73,Adjective,6,5,2,sticky,4.06,1.00,4.06,1.00,,,,
welcome,welcome,179.22,Verb,7,6,2,welcome,4.06,1.00,4.06,1.00,7.29,6.88,,5.43
white,white,171.45,Adjective,5,3,1,white,4.06,1.00,4.06,1.00,4.65,,4.05,
best,best,404.37,Adjective,4,4,1,best,4.09,1.00,4.09,1.00,4.65,,4.93,
dancing,dancing,54.39,Verb,7,6,2,dancing,4.09,0.95,4.09,0.95,,,,
pretty,pretty,392.22,Adverb,6,5,2,pretty,4.09,1.00,4.09,1.00,5.13,,,5.20
where,where,1830.22,Adverb,5,3,1,where,4.09,1.00,4.09,1.00,4.96,,5.13,
children,children,175.10,Noun,8,7,2,children,4.10,1.00,4.10,1.00,4.44,,,5.31
ham,ham,11.59,Noun,3,3,1,ham,4.10,1.00,4.10,1.00,,,4.80,
play,play,354.53,Verb,4,3,1,play,4.10,1.00,4.10,1.00,4.02,4.05,3.50,
your,your,6445.39,Pronoun,4,3,1,your,4.10,1.00,4.10,1.00,4.87,,,
breathe,breathe,48.51,Verb,7,4,1,breathe,4.11,1.00,4.11,1.00,4.52,,5.73,
bumblebee,bumblebee,0.65,Noun,9,8,3,bumblebee,4.11,1.00,4.11,1.00,,,,
cupcake,cupcake,3.27,Noun,7,6,2,cupcake,4.11,1.00,4.11,1.00,,,,
draw,draw,40.41,Verb,4,3,1,draw,4.11,1.00,4.11,1.00,4.38,4.71,4.23,
dry,dry,42.82,Adjective,3,3,1,dry,4.11,1.00,4.11,1.00,,,4.80,
father,father,554.49,Noun,6,4,2,father,4.11,1.00,4.11,1.00,3.89,,,3.74
guy,guy,762.61,Noun,3,2,1,guy,4.11,1.00,4.11,1.00,,7.18,5.46,
jelly,jelly,7.12,Noun,5,4,2,jelly,4.11,1.00,4.11,1.00,,,,4.43
phone,phone,269.73,Noun,5,3,1,phone,4.11,1.00,4.11,1.00,,5.11,4.09,
read,read,241.22,Verb,4,3,1,read,4.11,1.00,4.11,1.00,,,,
refrigerator,refrigerator,8.37,Noun,12,10,5,refrigerator,4.11,1.00,4.11,1.00,,,,
rooms,rooms,26.00,Noun,5,4,1,rooms,4.11,1.00,4.11,1.00,,,,
snow,snow,31.35,Noun,4,3,1,snow,4.11,1.00,4.11,1.00,4.17,,,
square,square,31.76,Noun,6,5,1,square,4.11,1.00,4.11,1.00,,5.15,4.21,
step,step,118.67,Verb,4,4,1,step,4.11,1.00,4.11,1.00,4.71,5.47,5.06,
television,television,33.90,Noun,10,9,4,television,4.11,1.00,4.11,1.00,8.88,,,
toss,toss,12.39,Verb,4,3,1,toss,4.11,1.00,4.11,1.00,,8.26,5.75,
turn,turn,306.47,Verb,4,3,1,turn,4.11,1.00,4.11,1.00,5.37,4.82,4.99,
sandbox,sandbox,1.06,Noun,7,8,2,sandbox,4.14,1.00,4.14,1.00,,,,
throw,throw,128.82,Verb,5,3,1,throw,4.14,1.00,4.14,1.00,,5.41,4.93,
christmastree,christmas tree,#N/A,#N/A,13,12,3,christmastree,4.14,1.00,4.14,1.00,,,,
or,or,1705.29,Conjunction,2,2,1,or,4.14,1.00,4.14,1.00,4.87,,3.88,
apple,apple,23.67,Noun,5,4,2,apple,4.15,1.00,4.15,1.00,,4.41,,3.82
horse,horse,92.88,Noun,5,4,1,horse,4.15,1.00,4.15,1.00,4.19,,,
knife,knife,46.80,Noun,5,3,1,knife,4.15,1.00,4.15,1.00,,5.05,5.06,
lamb,lamb,10.63,Noun,4,3,1,lamb,4.15,1.00,4.15,1.00,,3.94,4.67,
quiet,quiet,117.22,Adjective,5,5,2,quiet,4.15,1.00,4.15,1.00,4.37,,,4.38
slow,slow,76.02,Adjective,4,3,1,slow,4.15,1.00,4.15,1.00,,5.09,4.38,
stairway,stairway,1.59,Noun,8,6,2,stairway,4.15,1.00,4.15,1.00,,,,
shoelace,shoelace,0.75,Noun,8,5,2,shoelace,4.16,1.00,4.16,1.00,,,,
swing,swing,25.98,Verb,5,4,1,swing,4.16,1.00,4.16,1.00,4.60,5.22,4.65,
want,want,2759.18,Verb,4,4,1,want,4.16,1.00,4.16,1.00,4.84,,3.69,
coin,coin,9.75,Noun,4,3,1,coin,4.17,1.00,4.17,1.00,,4.98,5.26,
costume,costume,14.14,Noun,7,6,2,costume,4.17,1.00,4.17,1.00,,7.83,,5.14
feed,feed,42.39,Verb,4,3,1,feed,4.17,1.00,4.17,1.00,4.45,,5.20,
popcorn,popcorn,9.12,Noun,7,7,2,popcorn,4.17,1.00,4.17,1.00,,,,
silly,silly,57.10,Adjective,5,4,2,silly,4.17,1.00,4.17,1.00,5.54,,,4.54
sky,sky,44.80,Noun,3,3,1,sky,4.17,1.00,4.17,1.00,4.34,,3.85,
sneeze,sneeze,2.94,Verb,6,4,1,sneeze,4.17,1.00,4.17,1.00,,,4.14,
swim,swim,31.80,Verb,4,4,1,swim,4.17,1.00,4.17,1.00,5.16,5.11,4.13,
turtle,turtle,17.04,Noun,6,5,2,turtle,4.17,1.00,4.17,1.00,,,,4.28
ugly,ugly,42.16,Adjective,4,4,2,ugly,4.17,1.00,4.17,1.00,5.69,,,4.91
vegetable,vegetable,5.71,Noun,9,8,3,vegetable,4.17,1.00,4.17,1.00,,5.50,,
washcloth,washcloth,0.37,Noun,9,7,2,washcloth,4.17,1.00,4.17,1.00,,,,
yucky,yucky,0.43,Adjective,5,4,2,yucky,4.17,1.00,4.17,1.00,,,,
us,us,1695.65,Pronoun,2,2,1,us,4.19,1.00,4.19,1.00,4.45,,3.65,
dig,dig,46.22,Verb,3,3,1,dig,4.19,1.00,4.19,1.00,4.50,,4.38,
brown,brown,60.12,Name,5,4,1,brown,4.20,1.00,4.20,1.00,4.68,,3.65,
every,every,549.16,Article,5,4,3,every,4.20,1.00,4.20,1.00,5.37,,,5.37
swimmingpool,swimming pool,#N/A,#N/A,12,9,3,swimmingpool,4.20,1.00,4.20,1.00,,,,
scream,scream,26.41,Verb,6,5,1,scream,4.20,1.00,4.20,1.00,5.37,5.62,4.79,
sweep,sweep,9.51,Verb,5,4,1,sweep,4.20,1.00,4.20,1.00,5.37,5.99,6.03,
bench,bench,9.67,Noun,5,4,1,bench,4.21,1.00,4.21,1.00,,6.30,5.79,
melon,melon,4.27,Noun,5,5,2,melon,4.21,1.00,4.21,1.00,,,,6.13
monkey,monkey,33.51,Noun,6,5,2,monkey,4.21,1.00,4.21,1.00,5.07,,,4.09
peach,peach,6.35,Noun,5,3,1,peach,4.21,1.00,4.21,1.00,,5.94,4.25,
strawberry,strawberry,5.53,Noun,10,8,3,strawberry,4.21,1.00,4.21,1.00,,,,
alphabet,alphabet,2.49,Noun,8,7,3,alphabet,4.22,1.00,4.22,1.00,,5.03,,
chin,chin,12.69,Noun,4,3,1,chin,4.22,1.00,4.22,1.00,,4.90,4.14,
clothing,clothing,10.84,Noun,8,6,2,clothing,4.22,1.00,4.22,1.00,5.57,,,
cook,cook,45.57,Verb,4,3,1,cook,4.22,1.00,4.22,1.00,5.37,4.90,5.21,
granny,granny,8.43,Noun,6,5,2,granny,4.22,1.00,4.22,1.00,,3.43,,
heaven,heaven,56.61,Noun,6,5,2,heaven,4.22,1.00,4.22,1.00,,5.56,,5.37
parent,parent,13.14,Noun,6,6,2,parent,4.22,1.00,4.22,1.00,5.71,,,4.38
rest,rest,212.96,Noun,4,4,1,rest,4.22,1.00,4.22,1.00,5.51,4.62,5.79,
room,room,439.51,Noun,4,3,1,room,4.22,1.00,4.22,1.00,,5.03,4.16,
scare,scare,33.57,Verb,5,4,1,scare,4.22,1.00,4.22,1.00,,6.03,4.79,
smell,smell,83.14,Verb,5,4,1,smell,4.22,1.00,4.22,1.00,4.68,4.05,4.27,
spank,spank,3.39,Verb,5,5,1,spank,4.22,1.00,4.22,1.00,,,4.65,
stairs,stairs,23.76,Noun,6,5,1,stairs,4.22,1.00,4.22,1.00,,,,
stay,stay,515.65,Verb,4,3,1,stay,4.22,1.00,4.22,1.00,5.74,,4.93,
straw,straw,6.24,Noun,5,4,1,straw,4.22,1.00,4.22,1.00,,5.88,5.27,
trip,trip,82.39,Noun,4,4,1,trip,4.22,1.00,4.22,1.00,,6.35,5.33,
watermelon,watermelon,2.20,Noun,10,9,4,watermelon,4.22,1.00,4.22,1.00,,,,
win,win,134.65,Verb,3,3,1,win,4.22,0.95,4.22,0.95,,5.50,4.99,
wrong,wrong,523.10,Adjective,5,3,1,wrong,4.22,1.00,4.22,1.00,,5.03,4.18,
all,all,5161.86,Determiner,3,2,1,all,4.24,1.00,4.24,1.00,3.83,,4.01,
forward,forward,72.33,Adverb,7,6,2,forward,4.24,1.00,4.24,1.00,5.74,,,7.04
long,long,675.16,Adverb,4,3,1,long,4.24,1.00,4.24,1.00,5.19,,5.13,
mine,mine,250.98,Pronoun,4,3,1,mine,4.24,1.00,4.24,1.00,4.31,,3.65,
two,two,1066.35,Number,3,2,1,two,4.24,1.00,4.24,1.00,3.83,,2.79,
when,when,2034.10,Conjunction,4,3,1,when,4.24,1.00,4.24,1.00,4.90,,4.86,
full,full,166.90,Adjective,4,3,1,full,4.24,1.00,4.24,1.00,,,4.86,
playtime,playtime,0.94,Noun,8,6,2,playtime,4.24,1.00,4.24,1.00,,,,
lunchbox,lunchbox,0.39,Noun,8,8,2,lunchbox,4.25,1.00,4.25,1.00,,,,
sheep,sheep,13.43,Noun,5,3,1,sheep,4.25,1.00,4.25,1.00,4.19,4.18,4.72,
bicycle,bicycle,6.61,Noun,7,7,3,bicycle,4.26,1.00,4.26,1.00,,,,
boogeyman,bogeyman,0.69,Noun,9,7,3,boogeyman,4.26,1.00,4.26,1.00,,,,
bowl,bowl,21.45,Noun,4,3,1,bowl,4.26,1.00,4.26,1.00,4.47,5.26,5.26,
change,change,240.35,Verb,6,4,1,change,4.26,1.00,4.26,1.00,6.20,,5.73,
cute,cute,87.75,Adjective,4,4,1,cute,4.26,1.00,4.26,1.00,,,4.85,
dingdong,dingdong,0.06,Noun,8,7,2,dingdong,4.26,1.00,4.26,1.00,,,,
game,game,233.84,Noun,4,3,1,game,4.26,1.00,4.26,1.00,,4.99,4.18,
pain,pain,97.94,Noun,4,3,1,pain,4.26,1.00,4.26,1.00,5.02,5.18,5.46,
pancake,pancake,3.96,Noun,7,6,2,pancake,4.26,1.00,4.26,1.00,,,,
push,push,70.55,Verb,4,3,1,push,4.26,1.00,4.26,1.00,4.74,,4.36,
rainbow,rainbow,7.98,Noun,7,5,2,rainbow,4.26,1.00,4.26,1.00,,4.31,,4.33
scary,scary,26.20,Adjective,5,5,2,scary,4.26,1.00,4.26,1.00,,,,
sip,sip,5.10,Noun,3,3,1,sip,4.26,1.00,4.26,1.00,,,4.53,
song,song,93.69,Noun,4,3,1,song,4.26,1.00,4.26,1.00,,4.99,4.40,
taste,taste,51.31,Noun,5,4,1,taste,4.26,1.00,4.26,1.00,5.24,,4.32,
tell,tell,1724.49,Verb,4,3,1,tell,4.26,1.00,4.26,1.00,4.86,,4.47,
wave,wave,21.25,Noun,4,3,1,wave,4.26,1.00,4.26,1.00,4.26,5.33,5.13,
whisper,whisper,7.90,Verb,7,5,2,whisper,4.26,1.00,4.26,1.00,,5.26,,5.49
pajama,pyjama,1.27,Noun,6,6,3,pajama,4.27,1.00,4.27,1.00,,,,
bag,bag,94.04,Noun,3,3,1,bag,4.28,1.00,4.28,1.00,,4.52,4.47,
behave,behave,16.24,Verb,6,5,2,behave,4.28,1.00,4.28,1.00,4.45,,,6.47
bleed,bleed,10.10,Verb,5,4,1,bleed,4.28,1.00,4.28,1.00,,,5.79,
body,body,195.53,Noun,4,4,2,body,4.28,1.00,4.28,1.00,,5.47,,5.37
dresser,dresser,3.57,Noun,7,5,2,dresser,4.28,1.00,4.28,1.00,,8.11,,6.20
end,end,265.86,Noun,3,3,1,end,4.28,1.00,4.28,1.00,4.62,,4.21,
give,give,1167.82,Verb,4,3,1,give,4.28,1.00,4.28,1.00,4.68,,3.82,
kid,kid,339.20,Noun,3,3,1,kid,4.28,1.00,4.28,1.00,5.51,,3.91,
lettuce,lettuce,3.39,Noun,7,5,2,lettuce,4.28,1.00,4.28,1.00,,5.64,,5.20
mess,mess,78.14,Noun,4,3,1,mess,4.28,1.00,4.28,1.00,,4.64,5.39,
playground,playground,5.10,Noun,10,8,2,playground,4.28,1.00,4.28,1.00,,,,
sidewalk,sidewalk,5.47,Noun,8,6,2,sidewalk,4.28,1.00,4.28,1.00,,,,
boohoo,boohoo,0.10,Noun,6,4,2,boohoo,4.29,0.89,4.29,0.89,,,,
bowwow,bow-wow,0.06,Noun,6,4,2,bowwow,4.29,0.89,4.29,0.89,,,,
nana,nana,3.96,Noun,4,4,2,nana,4.29,0.94,4.29,0.94,,,,
box,box,89.75,Noun,3,4,1,box,4.30,1.00,4.30,1.00,6.23,4.05,3.95,
glove,glove,10.10,Noun,5,4,1,glove,4.30,1.00,4.30,1.00,,4.73,5.33,
ketchup,ketchup,6.08,Noun,7,5,2,ketchup,4.30,1.00,4.30,1.00,,,,4.28
lick,lick,10.96,Verb,4,3,1,lick,4.30,1.00,4.30,1.00,,,5.06,
stink,stink,13.20,Verb,5,5,1,stink,4.30,1.00,4.30,1.00,,,5.54,
wait,wait,830.25,Verb,4,3,1,wait,4.30,1.00,4.30,1.00,5.54,,4.73,
ant,ant,5.35,Noun,3,3,1,ant,4.32,1.00,4.32,1.00,,,3.56,
applesauce,applesauce,0.59,Noun,10,7,3,applesauce,4.32,1.00,4.32,1.00,,,,
can,can,5247.45,Verb,3,3,1,can,4.32,1.00,4.32,1.00,4.05,,3.85,
cough,cough,8.78,Noun,5,3,1,cough,4.32,1.00,4.32,1.00,4.44,5.18,4.59,
elf,elf,3.78,Noun,3,3,1,elf,4.32,1.00,4.32,1.00,,5.56,5.63,
frog,frog,11.82,Noun,4,4,1,frog,4.32,1.00,4.32,1.00,,5.30,3.65,
shiny,shiny,7.80,Adjective,5,4,2,shiny,4.32,1.00,4.32,1.00,,4.98,,
short,short,85.63,Adjective,5,4,1,short,4.32,1.00,4.32,1.00,5.48,,4.86,
sign,sign,133.27,Verb,4,3,1,sign,4.32,1.00,4.32,1.00,6.27,,5.79,
smelly,smelly,4.14,Adjective,6,5,2,smelly,4.32,1.00,4.32,1.00,,,,
stove,stove,7.59,Noun,5,4,1,stove,4.32,1.00,4.32,1.00,,6.03,5.66,
cheese,cheese,39.04,Noun,6,3,1,cheese,4.33,1.00,4.33,1.00,,4.41,4.34,
cola,cola,5.53,Noun,4,4,2,cola,4.33,1.00,4.33,1.00,,6.22,,5.81
dot,dot,6.63,Noun,3,3,1,dot,4.33,1.00,4.33,1.00,,4.56,4.64,
granddaddy,granddaddy,2.29,Noun,10,8,3,granddaddy,4.33,1.00,4.33,1.00,,,,
spaghetti,spaghetti,5.92,Noun,9,7,3,spaghetti,4.33,1.00,4.33,1.00,,,,
stinker,stinker,2.06,Noun,7,6,2,stinker,4.33,0.95,4.33,0.95,,,,
summer,summer,78.67,Noun,6,4,2,summer,4.33,1.00,4.33,1.00,,5.20,,4.75
toothbrush,toothbrush,5.00,Noun,10,7,2,toothbrush,4.33,1.00,4.33,1.00,,,,
watch,watch,330.02,Verb,5,3,1,watch,4.33,1.00,4.33,1.00,,,5.47,
christmas,christmas,122.43,122.43,9,7,2,christmas,4.35,1.00,4.35,1.00,,,,3.57
glasses,glasses,33.12,Noun,7,6,2,glasses,4.35,1.00,4.35,1.00,,,,
god,god,903.16,Name,3,3,1,god,4.35,1.00,4.35,1.00,,,3.82,
last,last,723.10,Number,4,4,1,last,4.35,1.00,4.35,1.00,5.16,,5.68,
ma,ma,185.80,Name,2,2,1,ma,4.35,1.00,4.35,1.00,,,3.19,
next,next,452.75,Number,4,5,1,next,4.35,1.00,4.35,1.00,5.07,,5.40,
our,our,1400.49,Pronoun,3,2,2,our,4.35,1.00,4.35,1.00,4.84,,4.73,
right,right,4008.39,Adverb,5,3,1,right,4.35,1.00,4.35,1.00,4.87,,4.60,
you,you,41857.12,Pronoun,3,2,1,you,4.35,1.00,4.35,1.00,4.26,,2.92,
bump,bump,12.35,Noun,4,4,1,bump,4.35,1.00,4.35,1.00,,4.60,5.35,
tickle,tickle,4.80,Verb,6,5,2,tickle,4.35,1.00,4.35,1.00,,4.75,,4.28
balloon,balloon,8.67,Noun,7,5,2,balloon,4.37,1.00,4.37,1.00,,,,3.91
hamster,hamster,2.14,Noun,7,6,2,hamster,4.37,1.00,4.37,1.00,7.82,,,5.25
start,start,340.10,Verb,5,5,1,start,4.37,1.00,4.37,1.00,6.46,,4.25,
take,take,1891.04,Verb,4,3,1,take,4.37,1.00,4.37,1.00,5.19,,4.57,
age,age,79.20,Noun,3,2,1,age,4.38,1.00,4.38,1.00,3.99,5.30,4.80,
kindergarten,kindergarten,3.82,Noun,12,11,4,kindergarten,4.38,1.00,4.38,1.00,,,,
winter,winter,26.22,Noun,6,5,2,winter,4.38,1.00,4.38,1.00,,4.88,,4.69
first,first,840.57,Number,5,4,1,first,4.39,1.00,4.39,1.00,4.57,,4.13,
for,for,6895.10,Preposition,3,3,1,for,4.39,1.00,4.39,1.00,4.45,,3.50,
hers,hers,15.73,Pronoun,4,3,1,hers,4.39,1.00,4.39,1.00,4.33,,,
grandfather,grandfather,24.33,Noun,11,9,3,grandfather,4.39,1.00,4.39,1.00,,4.47,,
hard,hard,307.84,Adjective,4,4,1,hard,4.39,1.00,4.39,1.00,5.13,,4.67,
stand,stand,226.20,Verb,5,5,1,stand,4.39,1.00,4.39,1.00,,,5.13,
table,table,105.63,Noun,5,5,2,table,4.39,1.00,4.39,1.00,3.89,,,4.05
it,it,18896.31,Pronoun,2,2,1,it,4.40,1.00,4.40,1.00,3.92,,3.18,
ladder,ladder,9.25,Noun,6,4,2,ladder,4.40,1.00,4.40,1.00,,,,6.40
juice,juice,26.88,Noun,5,3,1,juice,4.40,1.00,4.40,1.00,,5.15,3.05,
stupid,stupid,184.41,Adjective,6,6,2,stupid,4.40,1.00,4.40,1.00,6.21,,,4.97
wheel,wheel,27.06,Noun,5,3,1,wheel,4.40,1.00,4.40,1.00,,4.47,4.93,
playpen,playpen,0.69,Noun,7,6,2,playpen,4.41,0.94,4.41,0.94,,,,
afraid,afraid,247.67,Adjective,6,5,2,afraid,4.42,1.00,4.42,1.00,4.73,,,5.62
bring,bring,327.16,Verb,5,4,1,bring,4.42,1.00,4.42,1.00,4.74,,4.60,
clock,clock,58.63,Noun,5,4,1,clock,4.42,1.00,4.42,1.00,,4.39,4.86,
icky,icky,1.20,Adjective,4,3,2,icky,4.42,1.00,4.42,1.00,,,,
keep,keep,702.86,Verb,4,3,1,keep,4.42,1.00,4.42,1.00,5.27,,4.99,
knee,knee,14.69,Noun,4,2,1,knee,4.42,1.00,4.42,1.00,,4.79,3.77,
